SMILES,nearest_training_tanimoto
Cn1nccc1-c1ccc(C(=O)NC2CNCCC2c2ccccc2)s1,0.8305
Cn1c(CC(=O)Nc2c(F)cccc2F)nc(N2CCOCC2)cc1=O,0.7049
Cc1n[nH]c2cnc(-c3cncc(OCC(N)Cc4ccc(Cl)cc4F)c3)cc12,0.8226
NC1(c2ccc(-c3nc4cnc(Br)cn4c3-c3ccccc3)cc2)CCC1,0.7308
Cn1c(CC(=O)Nc2cc(Br)ccc2F)nc(N2CCOCC2)cc1=O,0.7419
NC(=O)c1cccc(-c2cnc3cc(-c4ccccc4)c(-c4ccccc4)nn23)c1,0.7636
Cn1ncc(Br)c1-c1cc(F)c(C(=O)NC2CNCCC2c2ccccc2)cc1F,0.8308
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccnc(Cl)c3)cn2CCN2CCC2)CC1,0.8429
CNC(=O)c1ccc(-n2c(-c3cccnc3N)nc3ccc(-c4cn[nH]c4)nc32)cc1,0.7015
NC1(c2ccc(-c3nc4c(Br)cccn4c3-c3ccccc3)cc2)CC1,0.907
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2c(OCc3ccccn3)cccc21,0.7681
COc1ccc(C2CCNCC2NC(=O)c2ccc(-c3ccnn3C)cc2)cc1,0.7302
Cn1ncc(Cl)c1-c1ccc(C(=O)NC2CNCCC2c2ccncc2)cc1,0.75
CC1Cc2c(CF)cccc2N1C(=O)Cc1nc(N2CCOCC2)cc(=O)n1C,0.8154
NC(Cc1ccccc1F)C(=O)N1CCN(c2ncnc3ccccc23)CC1,0.7414
Cn1c(CC(=O)N2CCCc3cc(F)ccc32)nc(N2CCOCC2)cc1=O,0.7143
Cn1cc(-c2ccc(C(=O)NC3CNCCC3c3cccc(F)c3)cc2)cn1,0.7273
Cn1nccc1-c1ccc(C(=O)NC2CNCCC2c2ccncc2)s1,0.8305
NCC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccccc1,0.8305
Cn1c(CC(=O)N2CCc3c(Cl)cccc32)nc(N2CCOCC2)cc1=O,1
Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4ccccc4)c3)nc12,0.7759
Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4ccc(S(N)(=O)=O)c(F)c4)c3)cc12,0.7879
NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ncccc3-4)cc2)CC1,0.9231
COc1cc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4C(N)=O)CC3)n2)ccn1,0.8082
Cn1nccc1-c1cc(F)c(C(=O)NC2CNCCC2c2ccc(F)cc2)c(Cl)c1,0.8594
Cn1ncc(Cl)c1-c1ccc(C(=O)NC2CNCCC2c2cc(F)cc(F)c2)cc1,0.8548
NC1(c2ccc(-c3nc4n(c3-c3ccsc3)COc3ccccc3-4)cc2)CC1,0.9245
Cn1nccc1-c1ccc(Cl)c(C(=O)NC2CNCCC2c2cncc(F)c2)c1,0.7463
Cn1nccc1-c1ccc(C(=O)NC2CNCCC2c2cc(F)cc(F)c2)cc1,0.8
Cn1ncc(Br)c1-c1cc(C(=O)NC2CNCCC2c2ccc(F)c(F)c2)no1,0.7246
COc1c(N)ncnc1N1CCC(c2nc(-c3cccc(F)c3)cn2CCN2CCC2)CC1,0.7887
O=C(CCOc1ccccc1)Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,0.7031
Cn1c(CC(=O)Nc2ccc(CO)cc2)nc(N2CCOCC2)cc1=O,0.7049
Nc1ncnc(N2CCC(c3nc(-c4ccnc(Cl)c4)cn3CCN3CCC3)CC2)c1C(=O)c1ccc(F)c(F)c1,0.7073
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3cc(F)ccn3)cn2CCN2CCCC2)CC1,0.7397
NC(=O)c1ccc(NC(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)cc1,0.7241
NCC(NC(=O)c1ccc(-c2ccncc2)cc1)c1ccccc1,1
Cn1c(CC(=O)N2CCc3c(-c4cccc(C5CC5)c4)cccc32)nc(N2CCOCC2)cc1=O,0.7
Cn1ncc(Cl)c1-c1ccc(C(=O)NC2CNCCC2c2cccc(Cl)c2)s1,0.8485
Cn1ncc(Cl)c1-c1ccc(C(=O)NC2CNCCC2c2ccc(F)cc2F)cc1,0.7879
Cn1c(CC(=O)Nc2cc(F)ccc2F)nc(N2CCOCC2)cc1=O,0.7097
CNC(=O)c1ccn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc2c1,0.7302
Cn1c(CC(=O)N2CCc3c(-c4ccccc4F)cccc32)nc(N2CCOCC2)cc1=O,0.8548
CNCCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncnc(N)c2C(N)=O)CC1,1
Cn1c(CC(=O)Nc2ccc(F)c(-c3nc(C4CC4)no3)c2)nc(N2CCOCC2)cc1=O,0.7324
O=C(Cc1nc(N2CCOCC2)cc(=O)n1C1CC1)N1CCc2ccccc21,0.75
CNC(=O)c1ccc2nc(-c3ccccc3)c(-c3ccccc3)n2n1,0.7308
COc1ncc(OCC(N)Cc2ccc(F)cc2F)cc1-c1ccc2[nH]nc(C)c2c1,0.7424
CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)nc3)cn2CCN2CCC2)CC1,0.806
Cn1nccc1-c1cc(F)c(C(=O)NC2CNCCC2c2ccc(F)cc2F)cc1F,0.8095
NCC1(c2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,0.7321
Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4c(F)cccc4F)c3)cc12,1
NC(Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncncc2Cl)CC1,0.7037
CCc1ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2n1,1
NC1(c2ccc(-c3nc4c(Br)cccn4c3-c3ccccc3)cc2)CCC1,1
Cc1c(C2CCNCC2NC(=O)c2ccc(-c3c(Cl)cnn3C)s2)cnn1C,0.7656
Cc1cccc(NC(=O)Cc2nc(N3CCOCC3)cc(=O)n2C)c1C,0.7031
NC1(c2ccc(-c3nc4c(Br)cc(Br)cn4c3-c3ccccc3)cc2)CCC1,0.8077
Cn1c(CC(=O)Nc2ccc(F)c(-c3ncccn3)c2)nc(N2CCOCC2)cc1=O,0.7385
Cn1nccc1-c1ccc(C(=O)NC2CNCCC2c2cncc(F)c2)s1,0.8154
Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4cccc(Cl)c4)c3)cc12,1
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3cncc(F)c3)cn2CCN2CCC2)CC1,0.7368
Cc1ncc(C(N)=O)c(N2CCC(c3nc(-c4ccc(F)c(C)c4)cn3CCN3CCC3)CC2)n1,0.7273
O=C(Cc1ccccc1)Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,0.75
Cn1nccc1-c1ccc(C(=O)NC2CNCCC2c2ccccc2)c(F)c1,0.8333
Cn1c(CC(=O)Nc2cc(Cl)cc(Cl)c2)nc(N2CCOCC2)cc1=O,0.7
Cn1ncc(Cl)c1-c1ccc(C(=O)NC2CNCCC2c2ccc(F)cc2)s1,0.8689
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3cccc(F)c3)cn2CCN2CCCC2)CC1,0.831
NC1(c2ccc(-c3nc4n(c3-c3ccccn3)COc3cccnc3-4)cc2)CCC1,0.8214
Cn1ncc(Cl)c1-c1ccc(C(=O)NC2CNCCC2c2cccnc2)cc1,0.7576
Cc1cc(-c2cn(CCN(C)C)c(C3CCN(c4cc(N)ncn4)CC3)n2)ccc1F,0.7222
NC(COc1cncc(-c2ccc3c(c2)C(=O)C(=O)N3)c1)Cc1c[nH]c2ccccc12,1
Cn1nccc1-c1ccc(C(=O)NC2CNCCC2c2ccc(F)cc2)nc1,0.8254
O=C(Nc1ccccc1)Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,0.8182
CC(NC(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1)c1cccc(Cl)c1,0.7097
Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4ccc(F)c(Cl)c4)c3)cc12,1
CNCCn1cc(-c2ccc(F)c(C)c2)nc1C1CCN(c2cc(N)ncn2)CC1,0.7027
Cn1ncc(Cl)c1-c1ccc(C(=O)NC2CNCCC2c2cc(F)cc(F)c2)cc1F,0.7164
Cc1cc(Cl)ccc1NC(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,0.7966
CC1Cc2ccccc2N1C(=O)Cc1nc(N2CCOCC2)c(F)c(=O)n1C,0.8095
Cn1nccc1-c1ccc(C(=O)NC2CNCCC2c2ncc(F)cc2F)cn1,0.7576
Cn1c(CC(=O)N2CCc3c(O)cccc32)nc(N2CCOCC2)cc1=O,1
CNCC(Nc1ncnc2c(C(N)=O)ccnc12)c1ccc(Cl)cc1,1
Cn1ncc(Cl)c1-c1cc(C(=O)NC2(c3ccc(Cl)c(Cl)c3)CCNCC2)no1,0.7031
CCOC(=O)Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,0.7213
O=C(Cc1nc(=O)cc(N2CCOCC2)[nH]1)N1CCc2c1ccc(F)c2F,0.7377
NC(=O)c1n[nH]c2ccc(-c3cncc(OCC(N)Cc4cccc(Cl)c4)c3)cc12,0.7812
O=C(Cc1nc(N2CCOCC2)cc(=O)n1CC(F)F)N1CCc2c(OC(F)F)cccc21,0.7971
Cc1n[nH]c2ccc(-c3nnc(NCC(N)Cc4cccc(Cl)c4)s3)cc12,1
Cn1nccc1-c1ccc(C(=O)NC2CNCCC2c2ccn(C)c(=N)c2)cc1F,0.7879
NC1(c2ccc(-c3nc4n(c3-c3ccsc3)COc3ccccc3-4)cc2)CCC1,1
NC1(c2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CCC1,1
Cn1nccc1-c1csc(C(=O)NC2CNCCC2c2ccc(F)c(F)c2)c1,0.7538
NC(=O)C(Cc1ccccc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,0.7778
NC(=O)c1cccc2c(NC(CN3CCC3)c3cc(F)cc(Cl)c3)ncnc12,0.8065
O=C(NC(c1ccc(Cl)c(F)c1)C1CCNCC1)c1ccc(F)c(F)c1,0.7119
CC(NC(=O)c1ccc(-c2ccnc3[nH]ccc23)s1)c1ccccc1,0.75
Cn1ncc(Cl)c1-c1ccc(C(=O)NC2CNCCC2c2cccc(Cl)c2)c(F)c1,0.7042
Nc1ncnc(N2CCC(c3nc(-c4cccnc4)cn3CCN3CCC3)CC2)c1Cl,0.7286
Nc1ncnc(N2CCC(c3nc(-c4cccc(F)c4)cn3CCN3CCC3)CC2)c1Cl,0.9677
Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4cc(Cl)cc(Cl)c4)c3)cc12,1
Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4ccc(OC(F)(F)F)cc4)c3)cc12,1
CC1(O)CC(N)(c2ccc(-c3nc4n(c3-c3ccsc3)COc3cccnc3-4)cc2)C1,0.8065
O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1c(F)ccc(F)c1F,0.7419
NC(Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncnc3ccccc23)CC1,1
Cn1nccc1-c1cc(C(=O)NC2CNCCC2c2ccc(F)c(F)c2)c2nccnc2c1,0.75
Cc1n[nH]c2cnc(-c3cncc(OCC(N)Cc4cccc(F)c4F)c3)cc12,1
Cc1ncc(OCC(N)Cc2cccc(F)c2F)cc1-c1ccc2[nH]nc(C)c2c1,0.8033
Cn1c(CC(=O)N2CCc3cc(-c4cccnc4)ccc32)nc(N2CCOCC2)cc1=O,0.7121
O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1cccc(Cl)c1,0.8167
Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4ccc([N+](=O)[O-])cc4)c3)cc12,0.7581
CN(C)CCn1cc(-c2ccc(F)c(C(F)(F)F)c2)nc1C1CCN(c2ncccc2C#N)CC1,0.7215
Cn1ccc(-c2cccc3c2CCN3C(=O)Cc2nc(N3CCOCC3)cc(=O)n2C)n1,0.7424
Cn1ncc(Cl)c1-c1ccc(C(=O)NC2CNCCC2c2ccnc(F)c2)s1,0.7857
Cn1ncc(Cl)c1-c1cc(C(=O)NC(CN)Cc2ccccc2)oc1Cl,0.8197
Cn1ncc(Cl)c1-c1cc(F)c(C(=O)NC2CNCCC2c2ccccc2)c(F)c1,0.8254
Cn1nccc1-c1ccc(C(=O)NC2CNCCC2c2ccccc2Cl)c(F)c1,0.7273
CCc1c(N)ncnc1N1CCC(c2nc(-c3cnccn3)cn2CCN2CCC2)CC1,0.7183
Cn1ncc(Cl)c1-c1ccc(C(=O)NC2CNCCC2c2cccc(F)c2)s1,1
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccoc1O,0.7213
NC(COc1cncc(-c2ccc3[nH]nc(N4CCOCC4)c3c2)c1)Cc1ccccc1F,0.7808
Cn1ncc(Cl)c1-c1cc(F)c(C(=O)NC2CNCCC2c2cccc(F)c2)cc1Cl,0.7429
NC1(c2ccc(-c3nc4cc(F)ccn4c3-c3ccccc3)cc2)CC1,0.913
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccc2c(c1)OCO2,0.7288
O=C(C(Cc1ccc(Cl)cc1)C(F)(F)F)N1CCN(c2ncnc3[nH]ccc23)CC1,0.7627
Cn1nccc1-c1ccc(C(=O)NC2CNCCC2c2cccc(C(F)(F)F)c2)c(F)c1,0.7612
Cn1c(CC(=O)Nc2ccc3nc(C4CC4)n(C)c3c2)nc(N2CCOCC2)cc1=O,0.7059
NC1(c2ccc(-c3nc4cc(F)ccn4c3Br)cc2)CCC1,0.7059
CCOc1ccccc1C(=O)Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,0.7077
CCOc1ccccc1NC(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,0.8226
NC(=O)c1cccc2c(NC(CN3CCC3)c3ccccc3)ncnc12,0.8364
Cn1nccc1-c1cc(F)c(C(=O)NC2CNCCC2c2ccccc2Cl)c(F)c1,0.7121
Cn1c(CC(=O)N2CCc3c(-c4cccc(F)c4)cccc32)nc(N2CCOCC2)cc1=O,0.7846
Cn1ncc(Cl)c1-c1ccc(C(=O)NC2CNCCC2c2cnc(Cl)nc2)s1,0.8226
CC(C)CC(=O)Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,0.7097
O=C(NC(c1ccc(Cl)c(Cl)c1)C1CCNC1)c1cncnc1,0.7241
O=C(NCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)Nc1ccccc1,0.7097
Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4ccc(Br)cc4F)c3)cc12,1
Nc1ncnc(N2CCC(c3nc(-c4ccccn4)cn3CCN3CCC3)CC2)c1Cl,0.7042
O=C(NC1CNCCC1c1ccc(F)c(F)c1)c1ccc2c(c1)OCCn1nccc1-2,1
CCc1nc(C(=O)NC2CNCCC2c2cccc(F)c2)ccc1-c1ccnn1C,0.7083
NC(=O)C(CC1CCCCC1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,0.7879
O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccno1,0.7667
NCC(C(=O)Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccccc1,0.7031
NCC(NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1,1
Cc1n[nH]c2cnc(-c3cncc(OCC(N)Cc4cccc(Cl)c4)c3)cc12,0.8136
Cn1ncc(Br)c1-c1ccc(C(=O)NC2CNCCC2c2ccc(F)o2)cc1,0.7059
CC1C(=O)Nc2ccc(-c3cncc(OCC(N)Cc4c[nH]c5ccccc45)c3)cc21,1
Cn1nccc1-c1cc(C(=O)NC2CNCCC2c2cc(F)cc(Cl)c2)ccc1F,0.7846
Cc1ccc(CC(N)COc2cncc(-c3ccc4[nH]nc(CN)c4c3)c2)c(C)c1,0.7077
NC1(c2ccc(-n3c(-c4cccnc4)nc4cccnc43)cc2)CCC1,0.7455
Cn1ncc(Cl)c1-c1cc(C(=O)NC2CNCCC2c2ccccc2)ccc1Cl,0.7273
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(OC(F)F)c3)cn2CCN2CCCC2)CC1,0.9726
NC(=O)c1n[nH]c2cc(-c3cncc(OCC(N)Cc4cccc(F)c4)c3)ccc12,0.7015
O=C(Cc1nc(N2CCOCC2)cc(=O)n1CCC1CCCC1)N1CCc2ccccc21,0.7077
Cn1ncc(Cl)c1-c1ccc(C(=O)NC2CNCCC2c2cccnc2)s1,0.7846
Cn1c(CC(=O)N2Cc3ccccc3C2)nc(N2CCOCC2)cc1=O,0.7193
NC1(c2ccc(-c3nc4n(c3-c3ccncc3)COc3ccccc3-4)cc2)CCC1,1
COc1ccc(NC(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)cc1Cl,0.7097
Cn1ncc(Cl)c1-c1ccc(C(=O)NC2CNCCC2c2ccn(C)c(=O)c2)cc1,0.7463
Cc1cc(-c2cn(CCN3CCC3)c(C3CCN(c4ncccc4F)CC3)n2)ccc1F,0.7042
CNCC(Nc1ncnc2c(C(N)=O)cccc12)c1ccccc1F,0.7069
NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(F)c3)cn2CCN2CCC2)CC1,0.8714
Cn1ccnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCC(F)CC3)cn2)cs1,0.7342
Cc1cc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4C(N)=O)CC3)n2)ccc1F,1
NC(COc1cncc(-c2ccc3c(c2)C(=Cc2ccccc2F)C(=O)N3)c1)Cc1ccccc1,0.7429
Cc1c[nH]c2ncnc(N3CCC(N)(CNC(=O)c4ccccc4)C3)c12,1
Cn1nccc1-c1cc(C(=O)NC2CNCCC2c2ccncc2)c(Cl)cc1F,0.7164
Cn1nccc1-c1cc(C(=O)NC2CNCCC2c2cccc(F)c2)n[nH]1,0.7353
Cn1nccc1-c1cc(F)c(C(=O)NC2CNCCC2c2ccccc2)cc1F,0.8667
O=C(NC(c1cccc(Cl)c1)C1CCNCC1)c1cncnc1,0.7193
Cn1nccc1-c1ccc(C(=O)NC2CNCCC2c2cccc(F)n2)cn1,0.7059
NC(COc1cncc(-c2ccc3[nH]ncc3c2)c1)Cc1ccccc1,0.7167
Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4ccc5ccccc5c4)c3)cc12,0.7705
Cn1c(CC(=O)Nc2cc(F)cc(F)c2)nc(N2CCOCC2)cc1=O,0.7288
Cn1c(CC(=O)Nc2ccc(Br)c(Cl)c2)nc(N2CCOCC2)cc1=O,0.7705
Cn1c(CC(=O)Nc2cccc(C3CC3)c2)nc(N2CCOCC2)cc1=O,0.7231
CC(NC(=O)C1(N)CCN(c2ncncc2Br)CC1)c1ccc(Cl)cc1,0.7143
C[S+]([O-])c1ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2c1,0.7037
Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4cccc(OCCN)c4)c3)cc12,1
Cn1c(CC(=O)Nc2cccc3cnccc23)nc(N2CCOCC2)cc1=O,0.7015
Cc1cc(NC(=O)Cc2nc(N3CCOCC3)cc(=O)n2C)ccc1Br,0.7833
NC(=O)c1ccnc2c(NC(CN3CCC3)c3ccc(Cl)c(C(F)(F)F)c3)ncnc12,0.8209
NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3c(F)cccc3-4)cc2)CC1,0.7581
Cn1c(CC(=O)N2CCc3c(F)cc(F)cc32)nc(N2CCOCC2)cc1=O,0.7869
O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccc(F)cc1,0.8596
NS(=O)(=O)CCCC(NC(=O)c1ccc(-c2ccnc3[nH]ccc23)s1)c1ccccc1,0.7419
CCN1CCN(CC(Nc2ncnc3c(C(N)=O)cccc23)c2ccccc2)CC1,0.7049
Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4ccc(F)cc4F)c3)cc12,1
Cc1cc(F)c(-c2ccnn2C)cc1C(=O)NC1CNCCC1c1ccccc1,0.7273
O=C(NC1CNCCC1c1ccsc1)c1ccc2c(c1)OCCn1nccc1-2,0.7647
Cn1nccc1-c1ccnc(C(=O)NC2CNCCC2c2cc(F)cc(Cl)c2)c1,0.7059
NC(=O)Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,0.7857
NC1(c2ccc(-c3nc4n(c3-c3ccncc3)COc3cccc(F)c3-4)cc2)CC1,0.8033
NC(=O)c1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,0.7018
Cc1ccsc1C(=O)Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,0.7302
NC(Cc1ccc(-c2cccc(C(F)(F)F)c2)cc1)C(=O)N1CCN(c2ncnc3ccccc23)CC1,0.8197
CCc1c(N)ncnc1N1CCC(c2nc(-c3ccnnc3)cn2CCN2CCC2)CC1,0.7714
Cn1ncc(Cl)c1-c1ccc(C(=O)NC2CNCCC2c2ccc(F)c(F)c2)cc1,1
Cc1n[nH]c2cnc(-c3cncc(OCC(N)Cc4cc(Cl)ccc4F)c3)cc12,0.8065
Cn1ncc(Cl)c1-c1ccc(C(=O)NC2CNCCC2c2ccc(F)c(F)c2)[nH]1,0.7353
Cn1nccc1-c1ccc(C(=O)NC2CNCCC2c2ccnc(F)c2)c(F)c1,0.8095
Cn1c(CC(=O)Nc2cccc(-c3cccc(F)c3)c2)nc(N2CCOCC2)cc1=O,0.7031
Cn1c(CC(=O)N2CCc3cc(F)ccc32)nc(N2CCOCC2)cc1=O,0.7966
CCn1c(CC(=O)N2c3cccc(F)c3CC2C)nc(N2CCOCC2)cc1=O,0.8154
NC(=O)CC(NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1,0.8333
Cn1ncc(Cl)c1-c1ccc(C(=O)NC2CNCCC2c2ccncc2F)s1,0.7101
Cn1ncc(Cl)c1-c1ccc(C(=O)NC2CNCCC2c2cccc(F)c2)nc1Cl,0.7286
Cn1nccc1-c1ccc(C(=O)NC2CNCCC2c2cccc(Cl)c2)cc1,0.7619
CSc1ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2n1,1
Cn1ncc(Cl)c1-c1cc(C(=O)NC2CNCCC2c2cccc(C(F)(F)F)c2)oc1Cl,1
Cn1nccc1C(=O)NC1CNCCC1c1cccc(F)c1,0.7031
Cn1ncc(Br)c1-c1cc(F)c(C(=O)NC2CNCCC2c2ccccc2)c(Cl)c1,0.7391
CNC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccnc(C(F)(F)F)c3)cn2CCN2CCC2)CC1,0.8421
Cn1ncc(Cl)c1-c1cc(F)c(C(=O)NC2CNCCC2c2ccnc(F)c2)cc1Cl,0.7324
NC(=O)c1cnc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2c1,0.7193
Cn1c(CC(=O)N2CCc3c(-c4ccccc4)cccc32)nc(N2CCOCC2)cc1=O,0.7778
Cn1nccc1-c1ccc(C(=O)NC2CNCCC2c2cc(F)ccc2F)s1,0.7612
Cn1ncc(Cl)c1-c1cc(C(=O)NC(CN)Cc2cc(F)ccc2F)oc1Cl,0.7846
O=C(NCC(NC(=O)c1ccc(-c2ccncc2)cc1)c1ccccc1)c1ccccc1,0.7273
Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4cc(F)ccc4F)c3)cc12,0.8644
Cn1nccc1-c1cc(C(=O)NC2CNCCC2c2cc(F)cc(Cl)c2)c(Cl)cc1F,0.7246
CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(Cl)c3)cn2CCN2CCC2)CC1,1
Cc1cc(-c2cn(CC3CNC3)c(C3CCN(c4ncncc4Cl)CC3)n2)ccc1F,0.7067
Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4ccc(Br)c(F)c4)c3)cc12,1
NC(COc1cncc(-c2ccc3[nH]nc(C4CC4)c3c2)c1)Cc1ccccc1,0.7576
Cc1c[nH]c2ncnc(N3CCC(N)(CNC(=O)c4ccccc4Cl)CC3)c12,0.7273
O=C(NC(CCc1ccccc1)c1ccccc1)c1ccc(-c2ccncc2)cc1,0.7111
COc1ccc(-c2ccc3nc(-c4ccc(C5(N)CCC5)cc4)c(-c4ccccc4)n3n2)cn1,0.7895
NC(=O)c1ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2n1,1
Cn1c(CC(=O)Nc2cc(F)ccc2Br)nc(N2CCOCC2)cc1=O,0.7143
Cn1nccc1-c1ccc(C(=O)NC2CNCCC2c2cccnc2)cn1,0.7273
Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4cccc(Cl)c4Cl)c3)cc12,1
Cn1nccc1-c1cc(C(=O)NC2CNCCC2c2cc(F)cc(F)c2)ccc1F,0.8667
Cn1c(CC(=O)N2CCc3c(-c4ccncc4)cccc32)nc(N2CCOCC2)cc1=O,0.7538
NC(COc1cncc(-c2ccc3c(c2)C(=Cc2ccc[nH]2)C(=O)N3)c1)Cc1ccccc1,1
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccc(F)cc1OCC1CC1,0.7794
Cc1cc(CC(N)COc2cncc(-c3ccc4n[nH]c(C)c4c3)c2)ccc1F,0.7742
NC(COc1cncc(-c2ccc3c(c2)C(=O)C(=O)N3)c1)Cc1ccccc1,0.7143
CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccccc4)c3)cc2s1,1
Cc1cc(-c2cn(CCNC3CCCC3)c(C3CCN(c4ncnc(N)c4C(N)=O)CC3)n2)ccc1F,1
Cn1ncc(Br)c1-c1ccc(C(=O)NC2CNCCC2c2ccc(F)nc2)s1,0.7571
Cn1c(CC(=O)Nc2ccc(F)cc2)nc(N2CCOCC2)cc1=O,0.7759
Cn1ncc(Cl)c1-c1ccc(C(=O)NC2CNCCC2c2cccc(F)c2)cc1,1
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1cccc(Br)c1,1
Cn1ncc(Cl)c1-c1ccc(C(=O)NC2CNCCC2c2ccccc2Cl)cc1,0.7121
Cn1ncc(Cl)c1-c1ccc(C(=O)NC2CNCCC2c2ccccc2)cc1Cl,0.7273
O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)C(F)(F)F,0.7586
NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3nccnc3-4)cc2)CC1,0.7857
Cn1ncc(Cl)c1-c1ccc(C(=O)NC2CNCCC2c2ccsc2)cc1,0.7164
Cc1c[nH]c2ncnc(N3CCC(N)(CNC(=O)c4cccc(C#N)c4)C3)c12,0.7826
CNC(=O)c1ccc(NC(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)cc1,0.7
NC(=O)c1c(N)ncnc1N1CCC(c2nc(C3CC3)cn2CCN2CCC2)CC1,0.7612
Cn1nccc1-c1cnc(C(=O)NC2CNCCC2c2cccc(F)c2)c(F)c1,0.7761
